0,1,2,3,4,5,6,7,8,ID
mora, fruta negra, casi...,cuero, cacao, Terroso,vainilla, cedro, nuez m...,1415117
humo, Terroso, cuero,tabaco, roble, café,cereza, arándano rojo, ...,1687423
caldo de res, mina de l...,,ciruela, mora, casis,frutos rojos, cereza, f...,10129679
roble, chocolate, vaini...,ciruela, mora, fruta ne...,cuero, humo, Terroso,5006161
frutos rojos, cereza,,roble, vainilla, café,menta, pimienta,,1625958
cuero, Terroso, mineral...,cereza, frutos rojos, f...,ciruela, fruta negra, f...,1142329
roble, vainilla, cedro,frutos del bosque, frut...,,cuero, minerales, humo,9578660
roble, chocolate, tabac...,fresa, cereza, cereza r...,cuero,,,11078630
mora, ciruela, fruta ne...,roble, chocolate, vaini...,cuero, humo, Terroso,4739785
ciruela, mora, arándano,chocolate, roble,,fruta seca, ciruela pas...,,8280073
roble, vainilla, chocol...,mora, fruta negra, ciru...,cuero, Terroso, humo,1136764
tabaco, roble, cedro,cuero, aceto balsámico,...,cereza, grosella roja, ...,2302333
No disponible,,,No disponible,,,No disponible,,,2658078
cereza, fresa, frambues...,cuero, Terroso, mineral...,vainilla, tabaco, roble,4953558
vainilla, roble, chocol...,cereza, cereza roja, fr...,pimienta, regaliz, cane...,1188871
café, chocolate, roble,mora, casis, arándano,humo, cuero,,1960378
roble, chocolate, vaini...,ciruela, mora, frutos d...,Terroso, cuero, humo,84515
roble, chocolate, cedro,casis, frutos del bosqu...,,cereza, fresa, frutos r...,1117354
cereza, fresa, frambues...,Terroso, cuero, humo,mora, cereza negra, cir...,1112517
cereza, frutos rojos, a...,arándano, ciruela, frut...,roble, tabaco, chocolat...,1130215
cereza, frambuesa, fres...,Terroso, cuero, mineral...,roble, cedro, vainilla,1112521
cereza, cereza roja, fr...,Terroso, cuero, aceto b...,roble, clavo de olor, v...,5312845
cereza, frutos rojos, f...,roble, vainilla, tabaco,ciruela, mora, frutos d...,21948
frutos rojos, cereza, f...,pimienta, anís, regaliz,aceto balsámico, Terros...,,1604791
roble, tabaco, vainilla,mora, ciruela, frutos d...,cuero, Terroso, humo,86847
frambuesa, fresa, cerez...,cuero, Terroso, hongo,ciruela, arándano, cere...,1182049
fruta negra, mora, frut...,roble, vainilla, chocol...,regaliz, pimienta, hino...,1478534
frambuesa, cereza, frut...,roble, vainilla, chocol...,ciruela, mora, fruta ne...,6167
cereza, frutos rojos, f...,Terroso, cuero, humo,roble, tabaco, vainilla,4953
mora, fruta negra, ciru...,Terroso, cuero, humo,pimienta, regaliz, ment...,2672511
casis, casis, arándano,roble, vainilla, cedro,pimiento, pimiento verd...,,21813
cereza, frutos rojos, c...,roble, cedro, chocolate,ciruela, fruta negra, m...,1308125
cuero, aceto balsámico,...,pimienta, eucalipto,,roble,,,2120027
roble, tabaco, vainilla,fruta negra, mora, ciru...,Terroso, cuero, grafito,1159195
roble, vainilla, chocol...,frutos rojos, cereza, f...,pimienta, hinojo, regal...,1227022
cereza, frambuesa, fres...,menta, anís, canela,mora, ciruela, casis,1192025
cereza, fresa, frambues...,vainilla, roble, chocol...,ciruela, mora, casis,1497308
cereza, frutos rojos, f...,roble, tabaco, vainilla,cuero, Terroso, humo,18439
cereza, frambuesa, fres...,Terroso, cuero, humo,arándano, cereza negra,...,4573332
cereza, frutos rojos, f...,roble, vainilla,,cuero, humo,,20124
cereza, frutos rojos, f...,mora, ciruela, mermelad...,roble, vainilla, bebida...,73631
orégano, pimienta, pimi...,cereza, frambuesa, ciru...,cuero, sal, humo,11283563
roble, tabaco, vainilla,casis, ciruela, mora,cuero, Terroso, mineral...,2652179
mora deshidratada, ciru...,,cereza,,,manzana,,,7274855
frutos rojos, cereza ro...,,Terroso, trufa negra, p...,cereza negra, fruta neg...,,3157619
mora, frutos del bosque...,,Terroso, cuero, humo,roble, vainilla, tabaco,2123227
No disponible,,,No disponible,,,No disponible,,,9474703
roble, vainilla, chocol...,ciruela, mora, fruta ne...,cereza, frutos rojos, f...,65994
arándano rojo, cereza, ...,cuero, Terroso, mineral...,pimienta, menta, regali...,3075581
ciruela, casis, mora,regaliz, pimienta, cila...,fresa, cereza, frambues...,10225184
cereza, frutos rojos,,Terroso,,,No disponible,,,6656276
fresa, cereza, frutos r...,regaliz, pimienta, cane...,mora, arándano, casis,2244783
arándano rojo,,,humo,,,roble,,,10122371
mora, casis, ciruela,roble, vainilla, tabaco,cuero, Terroso, humo,82472
fresa,,,No disponible,,,No disponible,,,1108476
roble, tabaco, vainilla,cereza, frutos rojos, f...,cuero, Terroso, humo,13145
fresa, frambuesa,,roble, vainilla,,cereza negra, ciruela,,2391054
mora, frutos del bosque,,roble, tabaco,,fresa,,,1451527
roble, cedro, tabaco,casis, frutos del bosqu...,,cuero, sílex, cacao,1191673
roble, vainilla, chocol...,fruta negra, mora, cere...,cuero, humo, Terroso,2642047
chocolate, roble, vaini...,mora, cereza negra, fru...,cereza, fresa, cereza r...,1142004
roble,,,No disponible,,,No disponible,,,1193657
chocolate, chocolate am...,,ciruela pasa, pasas de ...,,mermelada, ciruela, cer...,1183159
Terroso, cuero, mineral...,frutos rojos, frambuesa...,,ciruela, arándano, cere...,98196
No disponible,,,No disponible,,,No disponible,,,12008552
tabaco, roble, vainilla,cuero, Terroso, aceto b...,cereza, frambuesa, frut...,1143764
Terroso, hongo, suelo d...,cereza, fresa, frambues...,roble, tabaco, vainilla,100750
mora, ciruela, casis,cuero, ceniza, aceto ba...,roble, pimienta de Jama...,,9176420
cereza, frambuesa, cere...,Terroso, hongo, humo,roble, vainilla, nuez m...,1184093
vainilla, tabaco, roble,cereza, frutos rojos, c...,cacao, humo, aceto bals...,1196472
cerezo ácido,,,Terroso,,,No disponible,,,11145181
hongo, Terroso, cuero,frambuesa, cereza, gran...,tabaco, chocolate, robl...,3166883
roble, vainilla,,Terroso, suelo del bosq...,,ciruela,,,6045215
cuero, Terroso, alquitr...,frutos del bosque, ciru...,,roble, tabaco, cedro,2410272
frambuesa, frutos rojos...,,roble, vainilla, mezcla...,Terroso, hongo, humo,1270195
cuero, minerales, humo,ciruela, fruta negra, m...,roble, vainilla, tabaco,88446
cereza, fresa, frutos r...,cuero, minerales, Terro...,roble, vainilla, chocol...,1108374
hongo, Carne de caza, c...,frambuesa, fresa,,No disponible,,,5678192
cuero, humo, Terroso,fruta negra, mora, casi...,roble, vainilla, café,25764
roble, vainilla, chocol...,fruta negra, frutos del...,,cuero, aceto balsámico,...,4387135
cereza negra, arándano,...,cuero, minerales, humo,incienso, roble,,10122726
frambuesa, fresa, cerez...,roble, clavo de olor, v...,Terroso, hongo, cuero,1425054
frutos rojos, cereza, c...,Terroso, cuero, humo,canela, pimienta,,1905892
cereza, frambuesa, frut...,cuero, humo,,pimienta,,,8686159
cereza, frutos rojos, c...,cuero, Terroso, humo,roble, tabaco, vainilla,1177851
cuero, alquitrán, Terro...,tabaco, roble, chocolat...,cereza, frutos rojos, f...,1242319
cereza, frutos rojos, f...,Terroso, minerales, sue...,roble,,,7538707
Terroso, cuero, mineral...,cereza, fresa, cereza r...,tabaco, roble, vainilla,1206659
cuero, Terroso, alquitr...,cereza, frutos rojos, f...,tabaco, roble, chocolat...,1206028
cereza, frutos rojos, f...,cuero, Terroso, hongo,roble, tabaco, vainilla,4670172
Terroso, cuero, humo,mora, ciruela, casis,roble, tabaco, chocolat...,2528012
cuero, Terroso, hongo,tabaco, vainilla, cedro,cereza, cereza roja, fr...,5032271
frambuesa, cereza, fres...,suelo del bosque, humo,...,roble, vainilla, tabaco,1109396
roble, vainilla,,grosella roja, cereza r...,,pimienta,,,7304748
ciruela, frutos del bos...,,roble, tabaco,,higo,,,88392
cereza, frutos rojos,,mora, casis, cereza neg...,pimienta molida,,,1207218
cedro, tabaco,,humo,,,cereza, frutos rojos,,6537113
casis, fruta negra, boy...,roble, tabaco, caramelo,Terroso, humo,,1392313
cereza, frutos rojos, f...,carbón de leña, Terroso...,,roble, tabaco, cigarro,1127719
frambuesa, fresa, cerez...,roble, tabaco, vainilla,humo, Terroso, minerale...,1931968
cereza negra, fruta neg...,,roble, caramelo, café,aceto balsámico, cacao,...,1751998
Terroso, cuero, Carne d...,tabaco, roble, clavo de...,cereza, cereza roja, gr...,2008310
Terroso,,,No disponible,,,No disponible,,,6334246
fresa, cereza, frambues...,suelo del bosque, hongo...,,roble, vainilla, tabaco,22682
vainilla, roble, pimien...,cereza, frambuesa, cere...,violeta, lila, perfume,4500694
No disponible,,,No disponible,,,No disponible,,,1220758
cereza, frutos rojos, f...,caramelo, roble, chocol...,minerales, hongo, Terro...,24155
frutos rojos, cereza, f...,cuero, Terroso, hongo,roble, sándalo, tabaco,5247944
frambuesa, cereza, fres...,roble, cedro, clavo de ...,suelo del bosque, hongo...,,1101323
fresa, frambuesa, cerez...,sílex, suelo del bosque...,,pimienta, pimienta blan...,,4054408
No disponible,,,No disponible,,,No disponible,,,1135006
frambuesa, cereza, fres...,Terroso, cuero, humo,roble, cedro, chocolate,1666753
cuero, Terroso, hongo,mora, frutos del bosque...,,frutos rojos, cereza, f...,1423115
frambuesa, cereza, fres...,hongo, hierro, cuero,mora, casis, mermelada,79531
cuero, humo, Terroso,frutos rojos, fresa, ce...,menta, pimienta, anís,1189917
Terroso, cuero, humo,cereza, frambuesa, frut...,roble, vainilla, clavo ...,45624
frambuesa, cereza, frut...,Terroso, hongo, suelo d...,roble, clavo de olor, v...,45654
frambuesa, cereza, cere...,Terroso, suelo del bosq...,,roble, tabaco, vainilla,1514484
frutos rojos, frambuesa...,,Terroso, cuero, humo,roble, vainilla, cedro,1291898
miel, Terroso, cuero,chocolate, butterscotch...,,melocotón, manzana verd...,,1283060
frambuesa, cereza, frut...,roble, cedro, chocolate,cuero, Terroso, alquitr...,85439
cereza, frambuesa, cere...,frutos del bosque, ciru...,,hierro, sal,,8559247
cereza, frutos rojos, f...,hongo, Terroso, humo,roble, vainilla, tabaco,3053
frambuesa, cereza roja,...,cuero, Terroso,,regaliz, romero,,10491085
ciruela, fruta negra, f...,grafito, Terroso, cuero,cedro, roble, vainilla,1123953
tabaco, chocolate, mezc...,cereza negra, fruta neg...,,cereza,,,2243306
cereza, frutos rojos, f...,Terroso, hongo, suelo d...,chocolate, tabaco, robl...,24132
fresa, cereza, frambues...,roble, clavo de olor, c...,Terroso, suelo del bosq...,,2872937
Terroso, cuero, hongo,frutos rojos, frambuesa...,,vainilla, roble, cedro,1127388
frambuesa, cereza, fres...,suelo del bosque, Terro...,,tabaco, vainilla, cedro,1859604
frambuesa, fresa, cerez...,roble, vainilla, cedro,Terroso, hongo, cuero,1169848
roble, tabaco, café,cereza, fresa, arándano...,Terroso, cuero, hongo,2001541
cereza, cereza roja, fr...,Terroso, hongo, mineral...,vainilla, roble, cedro,1301872
fruta negra, mora, cere...,suelo del bosque, sal, ...,pimienta, hierbas verde...,,1128236
mora, casis, ciruela,clavo de olor, roble, v...,regaliz,,,10443811
cereza, frambuesa, fres...,Terroso, cuero, hongo,mora, arándano, cereza ...,22336
frambuesa, cereza, frut...,cuero, hongo, humo,vainilla, roble, tabaco,1222951
ciruela, mora, cereza n...,roble, vainilla, tabaco,Terroso, cuero, humo,78654
frambuesa, cereza, fres...,cereza negra, ciruela, ...,regaliz, pimienta, tomi...,14295
No disponible,,,No disponible,,,No disponible,,,3781108
minerales, suelo del bo...,,enebro, pimienta, canel...,cereza, frutos rojos, f...,1209881
frutos rojos, cereza, f...,Terroso, minerales, cue...,roble, vainilla, café,4611912
roble,,,pimienta, eucalipto,,cereza negra,,,7385
ciruela roja, cereza, c...,Terroso, cuero, hongo,cedro, roble, vainilla,1499928
roble, café, caramelo,arándano, ciruela, frut...,hibiscos,,,2047824
tabaco, roble, vainilla,cuero, Terroso, hongo,ciruela, mora, cereza n...,1098914
roble, vainilla, chocol...,ciruela, mora, arándano,cuero, humo, Terroso,1184962
cereza, frambuesa, frut...,Terroso, cuero, mineral...,cedro, roble, tabaco,1127385
cuero, suelo del bosque...,,frutos rojos, cereza, f...,roble, mantequilla, hum...,1456299
cuero, humo, hongo,tabaco, roble, cedro,cereza, frambuesa, frut...,736459
cereza negra, mora, cir...,roble, vainilla, chocol...,cuero, cacao, Terroso,5953599
cereza, frutos rojos, f...,cuero, Terroso, mineral...,pimienta, regaliz, ment...,1208876
cuero, humo, Terroso,fruta negra, ciruela, f...,cereza, frambuesa, frut...,94855
frutos rojos, frambuesa...,,Terroso, minerales, cue...,roble, vainilla, cedro,1126576
roble, tabaco, vainilla,mora, ciruela, frutos d...,cuero, Terroso, humo,5811659
No disponible,,,No disponible,,,No disponible,,,12733197
ciruela, mora, casis,roble, chocolate, vaini...,pimienta, eucalipto, re...,5292514
roble, tabaco, chocolat...,cuero, Terroso, aceto b...,frutos rojos, cereza, c...,5441064
ciruela, mora, fruta ne...,roble, tabaco, chocolat...,eucalipto, pimienta, re...,4384856
ciruela, mora, arándano,roble, vainilla, tabaco,pimienta, canela, regal...,2052117
tabaco, roble, vainilla,cuero, Terroso, hongo,cereza, frutos rojos, f...,1174918
frambuesa, cereza, frut...,roble, vainilla, carame...,eucalipto, regaliz, can...,90855
ciruela, mora, arándano,vainilla, roble, chocol...,pimienta, regaliz, ment...,2622783
No disponible,,,No disponible,,,No disponible,,,12385490
cereza, fresa, frambues...,Terroso, cuero, hongo,roble, vainilla, tabaco,1188603
hongo, Terroso, humo,frutos rojos, cereza ro...,,roble, mantequilla, tab...,1540141
minerales, aceto balsám...,,cereza, grosella roja, ...,roble, cedro, incienso,1964583
cereza, frambuesa, frut...,roble, vainilla, tabaco,cuero, Terroso, hongo,1216909
frambuesa, cereza, cere...,Terroso, cuero, humo,frutos del bosque, frut...,,4354922
cuero, Terroso, mineral...,tabaco, clavo de olor, ...,cereza negra, ciruela, ...,4680106
cereza, arándano rojo, ...,caramelo, cigarro, enel...,Terroso, cuero,,1306951
ciruela, frutos del bos...,,tabaco, chocolate, café,cuero, Terroso, carbón ...,2615864
mora, frutos del bosque...,,frambuesa, cereza, frut...,vainilla, chocolate, ro...,1237060
tabaco, roble, vainilla,casis, mora, ciruela,cuero, cacao, Terroso,1224636
tabaco, roble, chocolat...,cuero, Terroso, humo,mora, fruta negra, casi...,23390
chocolate, clavo de olo...,,jambul, mora, casis,canela, regaliz,,10685470
roble, tabaco, chocolat...,cuero, Terroso, humo,cereza, frutos rojos, f...,9214
frambuesa, cereza, frut...,cuero, Terroso, hongo,roble, tabaco, cedro,1197511
cereza,,,cuero,,,No disponible,,,10134244
tabaco, chocolate, robl...,cuero, cacao, humo,pasas de uva, ciruela p...,,3198296
frutos rojos, frambuesa...,,pimienta, romero, canel...,roble, chocolate, sánda...,7039536
frambuesa, cereza, fres...,Terroso, cuero, suelo d...,roble, vainilla, tabaco,2977
fruta negra,,,frutos rojos,,,violeta,,,10410149
mora, fruta negra, merm...,chocolate, vainilla, ce...,cereza,,,9224246
cereza, frambuesa, fres...,Terroso, minerales, hon...,roble, vainilla, chocol...,73200
frutos rojos, fresa sal...,,cuero, hongo, Terroso,tomate, hoja de tomate,...,7037838
cereza, arándano rojo, ...,cuero, humo, Terroso,ciruela, fruta negra, z...,4663154
roble, tabaco, vainilla,cuero, Terroso, suelo d...,mora, ciruela, frutos d...,1108890
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cereza, fresa, frambues...,2695249
mora, ciruela, frutos d...,roble, vainilla, chocol...,cuero, Terroso, humo,82766
humo, Terroso, suelo de...,açaí, frutos del bosque...,,frutos rojos, fresa mad...,,7051881
roble, vainilla, tabaco,fresa, cereza, frambues...,Terroso, humo, suelo de...,1399788
cereza, arándano rojo, ...,Terroso, suelo del bosq...,,cedro, chocolate amargo,,7375518
frambuesa, cereza, guin...,zarza, frutos del bosqu...,,perfume, violeta,,2163947
cuero, minerales, aceto...,frutos rojos, frambuesa...,,chocolate, roble, mante...,1849054
roble, tabaco, vainilla,frutos del bosque, ciru...,,No disponible,,,9446059
cereza negra, fruta neg...,,roble, vainilla,,regaliz, menta,,8996354
ciruela, mora, mermelad...,chocolate, tabaco, vain...,cereza, frambuesa, frut...,1209043
roble, vainilla, chocol...,mora, cereza negra, cir...,cereza, frambuesa, frut...,2130
Terroso, suelo del bosq...,,cigarrera, café, clavo ...,jambul, mora, fruta neg...,2392903
frutos del bosque,,,cereza,,,No disponible,,,6860503
cereza, fresa, frutos r...,roble, vainilla, tabaco,Terroso, hongo, cuero,1157736
cereza, frambuesa,,queso, crema,,roble,,,1176014
cereza, frambuesa, fres...,anís, regaliz, ajedrea,vainilla, roble, mezcla...,1793727
vainilla, roble, cedro,cuero, cacao, Terroso,mora, ciruela, fruta ne...,736588
roble, tabaco, cedro,cereza, frambuesa, cere...,Terroso, cuero, aceto b...,3333807
roble, chocolate, caram...,ciruela, mora, cereza n...,cereza, frambuesa, cere...,1980279
roble, tabaco, chocolat...,cuero, Terroso, humo,cereza, frambuesa, frut...,1675
cereza, frutos rojos, f...,cuero, Terroso, alquitr...,roble, tabaco, vainilla,75773
fresa, cereza, frambues...,Terroso, cuero, humo,roble, vainilla, tabaco,1386572
roble, vainilla, chocol...,mora, fruta negra, ciru...,cuero, Terroso, humo,1235058
cereza, fresa, frambues...,cereza negra, ciruela, ...,vainilla, tabaco, mezcl...,8040895
Terroso, cuero, hongo,cereza, cereza roja, fr...,roble, vainilla, chocol...,1127687
cereza, frutos rojos, f...,Terroso, humo, cuero,vainilla, roble, tabaco,7189
vainilla, café, cedro,canela, regaliz,,mora,,,2951478
tabaco, roble, cigarrer...,humo, Terroso, cuero,mora, frutos del bosque...,,3410829
cereza, frutos rojos, f...,Terroso, cuero, suelo d...,roble, vainilla, clavo ...,5199134
roble, vainilla, tabaco,mora, fruta negra, ciru...,cuero, humo, Terroso,99572
cereza, frambuesa, frut...,minerales, humo, cuero,tabaco, cedro, chocolat...,1423712
cereza, frambuesa, frut...,cuero, Terroso, suelo d...,roble, vainilla, tabaco,1232575
Terroso, miel, hierro,mantequilla, roble, tof...,brioche,,,1420449
cereza, frambuesa, frut...,roble, tabaco,,ceniza, pizarra,,1271788
cereza, frambuesa, fres...,Terroso, cuero, hongo,roble, vainilla, cedro,1991340
frutos rojos, cereza, a...,minerales, Terroso, hon...,regaliz, mentol,,8117819
mora, casis, frutos del...,roble, cedro, tabaco,cuero, Terroso, alquitr...,1238922
frambuesa, frutos rojos...,,grafito, solución salin...,,ciruela, cereza negra, ...,4415139
